UID_Row,Sup_type,Supplier_type,Supplier_name,Address_Street,City,County,Postcode,Lat,Long,Hierarchy,Category,MIX01,PLA01,HAR01,MET01,PAP01,TIM01,DMR01,CEIL01,HAZ01,GLA01,MUN01,CON01,BRI01,FURN01,FLO01,INS01,GARD01,TIL01,NON01,NHM01,Other
271,Reprocessor,8,Fowles Haulage,Hythe End Farm,Staines,Middlesex,TW19 5AW,51.44273,-0.53916,Reprocessor,B,,,,,,,,,,,,,,,,,,,,,
272,Charity,1,Frade,426 Marton Road,Middlesborough,Teesside,TS4 2PT,54.55747,-1.22249,Reuse ,A,,,,,,,,,,,,,,,,,,,,,
272,Charity,1,Frade,426 Marton Road,Middlesborough,Teesside,TS4 2PT,54.55747,-1.22249,Reuse ,A,,,,,,,,,,,,,,,,,,,,,
272,Charity,1,Frade,426 Marton Road,Middlesborough,Teesside,TS4 2PT,54.55747,-1.22249,Reuse ,A,,,,,,,,,,,,,,,,,,,,,
273,Charity,1,Frade*,The Green House,Durham,County Durham,TS18 1DR,54.56285,-1.31638,Reuse ,A,,,,,,,,,,,,,,,,,,,,,
273,Charity,1,Frade*,The Green House,Durham,County Durham,TS18 1DR,54.56285,-1.31638,Reuse ,A,,,,,,,,,,,,,,,,,,,,,
273,Charity,1,Frade*,The Green House,Durham,County Durham,TS18 1DR,54.56285,-1.31638,Reuse ,A,,,,,,,,,,,,,,,,,,,,,
275,Charity,1,Freewheelers theatre,The Bridge centre,Leatherhead,Surrey,KT22 7RB,51.30764,-0.32954,Reuse ,A,,,,,,,,,,,,,,,,,,,,,
275,Charity,1,Freewheelers theatre,The Bridge centre,Leatherhead,Surrey,KT22 7RB,51.30764,-0.32954,Reuse ,A,,,,,,,,,,,,,,,,,,,,,
275,Charity,1,Freewheelers theatre,The Bridge centre,Leatherhead,Surrey,KT22 7RB,51.30764,-0.32954,Reuse ,A,,,,,,,,,,,,,,,,,,,,,
276,Charity,1,FRESCH,26-28 Hyde Way,Welwyn Garden City,Hertfordshire,AL7 3UQ,51.80017,-0.19719,Reuse ,A,,,,,,,,,,,,,,,,,,,,,
276,Charity,1,FRESCH,26-28 Hyde Way,Welwyn Garden City,Hertfordshire,AL7 3UQ,51.80017,-0.19719,Reuse ,A,,,,,,,,,,,,,,,,,,,,,
276,Charity,1,FRESCH,26-28 Hyde Way,Welwyn Garden City,Hertfordshire,AL7 3UQ,51.80017,-0.19719,Reuse ,A,,,,,,,,,,,,,,,,,,,,,
277,Charity,1,FreshStart,"114 Scott House, Higher Green Lane",Tyldesley,Greater Manchester,M29 7JB,53.49501,-2.44867,Reuse ,A,,,,,,,,,,,,,,,,,,,,,
277,Charity,1,FreshStart,"114 Scott House, Higher Green Lane",Tyldesley,Greater Manchester,M29 7JB,53.49501,-2.44867,Reuse ,A,,,,,,,,,,,,,,,,,,,,,
277,Charity,1,FreshStart,"114 Scott House, Higher Green Lane",Tyldesley,Greater Manchester,M29 7JB,53.49501,-2.44867,Reuse ,A,,,,,,,,,,,,,,,,,,,,,
278,Charity,1,Furnish @ Ruislip,48a Windmall Hill,Hillingdon,London,HA4 8PT,51.57416,-0.4140801,Reuse ,A,,,,,,,,,,,,,,,,,,,,,
278,Charity,1,Furnish @ Ruislip,48a Windmall Hill,Hillingdon,London,HA4 8PT,51.57416,-0.4140801,Reuse ,A,,,,,,,,,,,,,,,,,,,,,
278,Charity,1,Furnish @ Ruislip,48a Windmall Hill,Hillingdon,London,HA4 8PT,51.57416,-0.4140801,Reuse ,A,,,,,,,,,,,,,,,,,,,,,
279,Charity,1,Furnish West London Re-use Centre,22 Fairway Drive,Uxbridge,Middlesex,UB6 8PW,51.5438941,-0.3573464,Reuse ,A,,,,,,,,,,,,,,,,,,,,,
279,Charity,1,Furnish West London Re-use Centre,22 Fairway Drive,Uxbridge,Middlesex,UB6 8PW,51.5438941,-0.3573464,Reuse ,A,,,,,,,,,,,,,,,,,,,,,
279,Charity,1,Furnish West London Re-use Centre,22 Fairway Drive,Uxbridge,Middlesex,UB6 8PW,51.5438941,-0.3573464,Reuse ,A,,,,,,,,,,,,,,,,,,,,,
280,Charity,1,Furnistore,34 Holmethorpe Avenue,Redhill,Surrey,RH1 2NL,51.2498631,-0.1576486,Reuse ,A,,,,,,,,,,,,,,,,,,,,,
280,Charity,1,Furnistore,34 Holmethorpe Avenue,Redhill,Surrey,RH1 2NL,51.2498631,-0.1576486,Reuse ,A,,,,,,,,,,,,,,,,,,,,,
280,Charity,1,Furnistore,34 Holmethorpe Avenue,Redhill,Surrey,RH1 2NL,51.2498631,-0.1576486,Reuse ,A,,,,,,,,,,,,,,,,,,,,,
281,Charity,1,Furnitrust,The former Library,Taunton,Somerset,TA2 7HD,51.0325732,-3.0920945,Reuse ,A,,,,,,,,,,,,,,,,,,,,,
281,Charity,1,Furnitrust,The former Library,Taunton,Somerset,TA2 7HD,51.0325732,-3.0920945,Reuse ,A,,,,,,,,,,,,,,,,,,,,,
281,Charity,1,Furnitrust,The former Library,Taunton,Somerset,TA2 7HD,51.0325732,-3.0920945,Reuse ,A,,,,,,,,,,,,,,,,,,,,,
282,Charity,1,Furniture Helpline,Hampshire House,Bordon,Hampshire,GU35 0HJ,51.1180389,-0.8613274,Reuse ,A,,,,,,,,,,,,,,,,,,,,,
282,Charity,1,Furniture Helpline,Hampshire House,Bordon,Hampshire,GU35 0HJ,51.1180389,-0.8613274,Reuse ,A,,,,,,,,,,,,,,,,,,,,,
282,Charity,1,Furniture Helpline,Hampshire House,Bordon,Hampshire,GU35 0HJ,51.1180389,-0.8613274,Reuse ,A,,,,,,,,,,,,,,,,,,,,,
283,Charity,1,Furniture Link Guildford,Unit 2b,Guildford,Surrey,GU4 7WA,51.2567215,-0.5320229,Reuse ,A,,,,,,,,,,,,,,,,,,,,,
283,Charity,1,Furniture Link Guildford,Unit 2b,Guildford,Surrey,GU4 7WA,51.2567215,-0.5320229,Reuse ,A,,,,,,,,,,,,,,,,,,,,,
283,Charity,1,Furniture Link Guildford,Unit 2b,Guildford,Surrey,GU4 7WA,51.2567215,-0.5320229,Reuse ,A,,,,,,,,,,,,,,,,,,,,,
284,Charity,1,Furniture Matters,56-58 Euston Road,Morecambe,Lancashire,LA4 5DG,54.0721318,-2.8644862,Reuse ,A,,,,,,,,,,,,,,,,,,,,,
284,Charity,1,Furniture Matters,56-58 Euston Road,Morecambe,Lancashire,LA4 5DG,54.0721318,-2.8644862,Reuse ,A,,,,,,,,,,,,,,,,,,,,,
284,Charity,1,Furniture Matters,56-58 Euston Road,Morecambe,Lancashire,LA4 5DG,54.0721318,-2.8644862,Reuse ,A,,,,,,,,,,,,,,,,,,,,,
285,Charity,1,Furniture Matters Blackpool,3a-5b Caunce Street,Blackpool,Lancashire,FY1 3DN,53.8184752,-3.0477304,Reuse ,A,,,,,,,,,,,,,,,,,,,,,
285,Charity,1,Furniture Matters Blackpool,3a-5b Caunce Street,Blackpool,Lancashire,FY1 3DN,53.8184752,-3.0477304,Reuse ,A,,,,,,,,,,,,,,,,,,,,,
285,Charity,1,Furniture Matters Blackpool,3a-5b Caunce Street,Blackpool,Lancashire,FY1 3DN,53.8184752,-3.0477304,Reuse ,A,,,,,,,,,,,,,,,,,,,,,
286,Charity,1,Furniture Plus,7-21 Alexander Street,Kirkcaldy,Dunfermlineshire,KY1 2XX,56.1295294,-3.1228154,Reuse ,A,,,,,,,,,,,,,,,,,,,,,
286,Charity,1,Furniture Plus,7-21 Alexander Street,Kirkcaldy,Dunfermlineshire,KY1 2XX,56.1295294,-3.1228154,Reuse ,A,,,,,,,,,,,,,,,,,,,,,
286,Charity,1,Furniture Plus,7-21 Alexander Street,Kirkcaldy,Dunfermlineshire,KY1 2XX,56.1295294,-3.1228154,Reuse ,A,,,,,,,,,,,,,,,,,,,,,
287,Charity,1,Furniture plus Dunfermline,Unit 1,Dunefermline,Dunfermlineshire,KY11 8NT,56.0545351,-3.4383177,Reuse ,A,,,,,,,,,,,,,,,,,,,,,
287,Charity,1,Furniture plus Dunfermline,Unit 1,Dunefermline,Dunfermlineshire,KY11 8NT,56.0545351,-3.4383177,Reuse ,A,,,,,,,,,,,,,,,,,,,,,
287,Charity,1,Furniture plus Dunfermline,Unit 1,Dunefermline,Dunfermlineshire,KY11 8NT,56.0545351,-3.4383177,Reuse ,A,,,,,,,,,,,,,,,,,,,,,
288,Charity,1,furniture Project (Worksop),Unit 3,Worksop,South Yorkshire,S80 1PH,53.3083605,-1.1217251,Reuse ,A,,,,,,,,,,,,,,,,,,,,,
288,Charity,1,furniture Project (Worksop),Unit 3,Worksop,South Yorkshire,S80 1PH,53.3083605,-1.1217251,Reuse ,A,,,,,,,,,,,,,,,,,,,,,
288,Charity,1,furniture Project (Worksop),Unit 3,Worksop,South Yorkshire,S80 1PH,53.3083605,-1.1217251,Reuse ,A,,,,,,,,,,,,,,,,,,,,,
289,Charity,1,Furniture Re-Use Network (FRN),48-54 West Street,Bristol,Avon ,BS2 0BL,51.4570476,-2.5773281,Reuse ,A,,,,,,,,,,,,,,,,,,,,,
289,Charity,1,Furniture Re-Use Network (FRN),48-54 West Street,Bristol,Avon ,BS2 0BL,51.4570476,-2.5773281,Reuse ,A,,,,,,,,,,,,,,,,,,,,,
289,Charity,1,Furniture Re-Use Network (FRN),48-54 West Street,Bristol,Avon ,BS2 0BL,51.4570476,-2.5773281,Reuse ,A,,,,,,,,,,,,,,,,,,,,,
290,Charity,1,Furniture Recycling Project,Unit 12-14,Gloucester,Gloucestershire,GL1 1SL,51.8665559,-2.242385,Reuse ,A,,,,,,,,,,,,,,,,,,,,,
290,Charity,1,Furniture Recycling Project,Unit 12-14,Gloucester,Gloucestershire,GL1 1SL,51.8665559,-2.242385,Reuse ,A,,,,,,,,,,,,,,,,,,,,,
290,Charity,1,Furniture Recycling Project,Unit 12-14,Gloucester,Gloucestershire,GL1 1SL,51.8665559,-2.242385,Reuse ,A,,,,,,,,,,,,,,,,,,,,,
291,Charity,1,Furniture Recycling Project (Angus),Unit 1,Arbroath,Angus,DD11 1SA,56.5643794,-2.586907,Reuse ,A,,,,,,,,,,,,,,,,,,,,,
291,Charity,1,Furniture Recycling Project (Angus),Unit 1,Arbroath,Angus,DD11 1SA,56.5643794,-2.586907,Reuse ,A,,,,,,,,,,,,,,,,,,,,,
291,Charity,1,Furniture Recycling Project (Angus),Unit 1,Arbroath,Angus,DD11 1SA,56.5643794,-2.586907,Reuse ,A,,,,,,,,,,,,,,,,,,,,,
292,Charity,1,Furniture Recycling Project (Cheltenham),294 High Street,Cheltenham,Gloucestershire,GL50 3HQ,51.9026447,-2.0780186,Reuse ,A,,,,,,,,,,,,,,,,,,,,,
292,Charity,1,Furniture Recycling Project (Cheltenham),294 High Street,Cheltenham,Gloucestershire,GL50 3HQ,51.9026447,-2.0780186,Reuse ,A,,,,,,,,,,,,,,,,,,,,,
292,Charity,1,Furniture Recycling Project (Cheltenham),294 High Street,Cheltenham,Gloucestershire,GL50 3HQ,51.9026447,-2.0780186,Reuse ,A,,,,,,,,,,,,,,,,,,,,,
293,Charity,1,Furniture Recycling Project (Tewkesbury),Unit 5F,Tewkesbury,Gloucestershire,GL20 8HB,52.0004818,-2.1294187,Reuse ,A,,,,,,,,,,,,,,,,,,,,,
293,Charity,1,Furniture Recycling Project (Tewkesbury),Unit 5F,Tewkesbury,Gloucestershire,GL20 8HB,52.0004818,-2.1294187,Reuse ,A,,,,,,,,,,,,,,,,,,,,,
293,Charity,1,Furniture Recycling Project (Tewkesbury),Unit 5F,Tewkesbury,Gloucestershire,GL20 8HB,52.0004818,-2.1294187,Reuse ,A,,,,,,,,,,,,,,,,,,,,,
294,Charity,1,Gaines Christian Youth Centre,Old Gaines Road,Worcester,Worcestershireshire,WR6 5RD,52.19667,-2.41347,Reuse ,A,,,,,,,,,,,,,,,,,,,,,
294,Charity,1,Gaines Christian Youth Centre,Old Gaines Road,Worcester,Worcestershireshire,WR6 5RD,52.19667,-2.41347,Reuse ,A,,,,,,,,,,,,,,,,,,,,,
294,Charity,1,Gaines Christian Youth Centre,Old Gaines Road,Worcester,Worcestershireshire,WR6 5RD,52.19667,-2.41347,Reuse ,A,,,,,,,,,,,,,,,,,,,,,
295,Charity,1,Garstang Community Recycling & Re-use Centre,Brockholes Way,Catterall,Lancashire,PR3 0PZ,53.8740078,-2.7569367,Reuse ,A,,,,,,,,,,,,,,,,,,,,,
295,Charity,1,Garstang Community Recycling & Re-use Centre,Brockholes Way,Catterall,Lancashire,PR3 0PZ,53.8740078,-2.7569367,Reuse ,A,,,,,,,,,,,,,,,,,,,,,
295,Charity,1,Garstang Community Recycling & Re-use Centre,Brockholes Way,Catterall,Lancashire,PR3 0PZ,53.8740078,-2.7569367,Reuse ,A,,,,,,,,,,,,,,,,,,,,,
296,Charity,1,Gateway Furniture Project,The Trinity Centre,Swindon,Wiltshire,SN5 7AR,51.5618477,-1.8177985,Reuse ,A,,,,,,,,,,,,,,,,,,,,,
296,Charity,1,Gateway Furniture Project,The Trinity Centre,Swindon,Wiltshire,SN5 7AR,51.5618477,-1.8177985,Reuse ,A,,,,,,,,,,,,,,,,,,,,,
296,Charity,1,Gateway Furniture Project,The Trinity Centre,Swindon,Wiltshire,SN5 7AR,51.5618477,-1.8177985,Reuse ,A,,,,,,,,,,,,,,,,,,,,,
297,Charity,1,Gateway Furniture-The Gate,The Gate,Swindon,Wiltshire,SN1 1LE,51.560336,-1.7851746,Reuse ,A,,,,,,,,,,,,,,,,,,,,,
297,Charity,1,Gateway Furniture-The Gate,The Gate,Swindon,Wiltshire,SN1 1LE,51.560336,-1.7851746,Reuse ,A,,,,,,,,,,,,,,,,,,,,,
297,Charity,1,Gateway Furniture-The Gate,The Gate,Swindon,Wiltshire,SN1 1LE,51.560336,-1.7851746,Reuse ,A,,,,,,,,,,,,,,,,,,,,,
298,Recycling facility,5,GBN,10 Estate Way,Leyton,London,E10 7JN,51.5676706,-0.0249074,MRF,C,,,,,,,,,,,,,,,,,,,,,
298,Recycling facility,5,GBN,10 Estate Way,Leyton,London,E10 7JN,51.5676706,-0.0249074,MRF,C,,,,,,,,,,,,,,,,,,,,,
298,Recycling facility,5,GBN,10 Estate Way,Leyton,London,E10 7JN,51.5676706,-0.0249074,MRF,C,,,,,,,,,,,,,,,,,,,,,
298,Recycling facility,5,GBN,10 Estate Way,Leyton,London,E10 7JN,51.5676706,-0.0249074,MRF,C,,,,,,,,,,,,,,,,,,,,,
298,Recycling facility,5,GBN,10 Estate Way,Leyton,London,E10 7JN,51.5676706,-0.0249074,MRF,C,,,,,,,,,,,,,,,,,,,,,
298,Recycling facility,5,GBN,10 Estate Way,Leyton,London,E10 7JN,51.5676706,-0.0249074,MRF,C,,,,,,,,,,,,,,,,,,,,,
298,Recycling facility,5,GBN,10 Estate Way,Leyton,London,E10 7JN,51.5676706,-0.0249074,MRF,C,,,,,,,,,,,,,,,,,,,,,
301,Charity,1,Genesis Trust,31a West Avenue,Bath,Somerset,BA2 3QB,51.3783166,-2.3818509,Reuse ,A,,,,,,,,,,,,,,,,,,,,,
301,Charity,1,Genesis Trust,31a West Avenue,Bath,Somerset,BA2 3QB,51.3783166,-2.3818509,Reuse ,A,,,,,,,,,,,,,,,,,,,,,
301,Charity,1,Genesis Trust,31a West Avenue,Bath,Somerset,BA2 3QB,51.3783166,-2.3818509,Reuse ,A,,,,,,,,,,,,,,,,,,,,,
302,Reprocessor,8,Gerpins Lane Landfill Site,Gerpins Lane,Upminster,Essex,RM14 2XR,51.5347847,0.2365618,Reprocessor,B,,,,,,,,,,,,,,,,,,,,,
302,Reprocessor,8,Gerpins Lane Landfill Site,Gerpins Lane,Upminster,Essex,RM14 2XR,51.5347847,0.2365618,Reprocessor,B,,,,,,,,,,,,,,,,,,,,,
302,Reprocessor,8,Gerpins Lane Landfill Site,Gerpins Lane,Upminster,Essex,RM14 2XR,51.5347847,0.2365618,Reprocessor,B,,,,,,,,,,,,,,,,,,,,,
302,Reprocessor,8,Gerpins Lane Landfill Site,Gerpins Lane,Upminster,Essex,RM14 2XR,51.5347847,0.2365618,Reprocessor,B,,,,,,,,,,,,,,,,,,,,,
302,Reprocessor,8,Gerpins Lane Landfill Site,Gerpins Lane,Upminster,Essex,RM14 2XR,51.5347847,0.2365618,Reprocessor,B,,,,,,,,,,,,,,,,,,,,,
302,Reprocessor,8,Gerpins Lane Landfill Site,Gerpins Lane,Upminster,Essex,RM14 2XR,51.5347847,0.2365618,Reprocessor,B,,,,,,,,,,,,,,,,,,,,,
303,Reprocessor,8,Gerrads Cross Landfill,Wapseys Wood,Slough,Berkshire,SL9 8TE,51.5881665,-0.596731,Reprocessor,B,,,,,,,,,,,,,,,,,,,,,
303,Reprocessor,8,Gerrads Cross Landfill,Wapseys Wood,Slough,Berkshire,SL9 8TE,51.5881665,-0.596731,Reprocessor,B,,,,,,,,,,,,,,,,,,,,,
303,Reprocessor,8,Gerrads Cross Landfill,Wapseys Wood,Slough,Berkshire,SL9 8TE,51.5881665,-0.596731,Reprocessor,B,,,,,,,,,,,,,,,,,,,,,
303,Reprocessor,8,Gerrads Cross Landfill,Wapseys Wood,Slough,Berkshire,SL9 8TE,51.5881665,-0.596731,Reprocessor,B,,,,,,,,,,,,,,,,,,,,,
303,Reprocessor,8,Gerrads Cross Landfill,Wapseys Wood,Slough,Berkshire,SL9 8TE,51.5881665,-0.596731,Reprocessor,B,,,,,,,,,,,,,,,,,,,,,
303,Reprocessor,8,Gerrads Cross Landfill,Wapseys Wood,Slough,Berkshire,SL9 8TE,51.5881665,-0.596731,Reprocessor,B,,,,,,,,,,,,,,,,,,,,,
304,Charity,1,Gift 92 (guild Initiative for furniture),Unit 2,Preston,Lancashire,PR2 3DS,53.77604,-2.71569,Reuse ,A,,,,,,,,,,,,,,,,,,,,,
304,Charity,1,Gift 92 (guild Initiative for furniture),Unit 2,Preston,Lancashire,PR2 3DS,53.77604,-2.71569,Reuse ,A,,,,,,,,,,,,,,,,,,,,,
304,Charity,1,Gift 92 (guild Initiative for furniture),Unit 2,Preston,Lancashire,PR2 3DS,53.77604,-2.71569,Reuse ,A,,,,,,,,,,,,,,,,,,,,,
308,Recycling facility,5,Golding Skip Hire,Nicolson Way,Burton upon Trent,Staffordshire,DE14 2AW,52.79863,-1.65487,MRF,C,,,,,,,,,,,,,,,,,,,,,
308,Recycling facility,5,Golding Skip Hire,Nicolson Way,Burton upon Trent,Staffordshire,DE14 2AW,52.79863,-1.65487,MRF,C,,,,,,,,,,,,,,,,,,,,,
308,Recycling facility,5,Golding Skip Hire,Nicolson Way,Burton upon Trent,Staffordshire,DE14 2AW,52.79863,-1.65487,MRF,C,,,,,,,,,,,,,,,,,,,,,
308,Recycling facility,5,Golding Skip Hire,Nicolson Way,Burton upon Trent,Staffordshire,DE14 2AW,52.79863,-1.65487,MRF,C,,,,,,,,,,,,,,,,,,,,,
308,Recycling facility,5,Golding Skip Hire,Nicolson Way,Burton upon Trent,Staffordshire,DE14 2AW,52.79863,-1.65487,MRF,C,,,,,,,,,,,,,,,,,,,,,
308,Recycling facility,5,Golding Skip Hire,Nicolson Way,Burton upon Trent,Staffordshire,DE14 2AW,52.79863,-1.65487,MRF,C,,,,,,,,,,,,,,,,,,,,,
308,Recycling facility,5,Golding Skip Hire,Nicolson Way,Burton upon Trent,Staffordshire,DE14 2AW,52.79863,-1.65487,MRF,C,,,,,,,,,,,,,,,,,,,,,
309,Recycling facility,5,Gowing and Pursey,100 Twyford Abbey Road,Park Royal,London,NW10 7RG,51.5410229,-0.2530945,MRF,C,,,,,,,,,,,,,,,,,,,,,
309,Recycling facility,5,Gowing and Pursey,100 Twyford Abbey Road,Park Royal,London,NW10 7RG,51.5410229,-0.2530945,MRF,C,,,,,,,,,,,,,,,,,,,,,
309,Recycling facility,5,Gowing and Pursey,100 Twyford Abbey Road,Park Royal,London,NW10 7RG,51.5410229,-0.2530945,MRF,C,,,,,,,,,,,,,,,,,,,,,
309,Recycling facility,5,Gowing and Pursey,100 Twyford Abbey Road,Park Royal,London,NW10 7RG,51.5410229,-0.2530945,MRF,C,,,,,,,,,,,,,,,,,,,,,
309,Recycling facility,5,Gowing and Pursey,100 Twyford Abbey Road,Park Royal,London,NW10 7RG,51.5410229,-0.2530945,MRF,C,,,,,,,,,,,,,,,,,,,,,
309,Recycling facility,5,Gowing and Pursey,100 Twyford Abbey Road,Park Royal,London,NW10 7RG,51.5410229,-0.2530945,MRF,C,,,,,,,,,,,,,,,,,,,,,
309,Recycling facility,5,Gowing and Pursey,100 Twyford Abbey Road,Park Royal,London,NW10 7RG,51.5410229,-0.2530945,MRF,C,,,,,,,,,,,,,,,,,,,,,
311,Recycling facility,5,Great Eastern Waste,377 Mentmore Terrace,Hackney,London,E8 3PH,51.54099,-0.0577,MRF,C,,,,,,,,,,,,,,,,,,,,,
311,Recycling facility,5,Great Eastern Waste,377 Mentmore Terrace,Hackney,London,E8 3PH,51.54099,-0.0577,MRF,C,,,,,,,,,,,,,,,,,,,,,
311,Recycling facility,5,Great Eastern Waste,377 Mentmore Terrace,Hackney,London,E8 3PH,51.54099,-0.0577,MRF,C,,,,,,,,,,,,,,,,,,,,,
311,Recycling facility,5,Great Eastern Waste,377 Mentmore Terrace,Hackney,London,E8 3PH,51.54099,-0.0577,MRF,C,,,,,,,,,,,,,,,,,,,,,
311,Recycling facility,5,Great Eastern Waste,377 Mentmore Terrace,Hackney,London,E8 3PH,51.54099,-0.0577,MRF,C,,,,,,,,,,,,,,,,,,,,,
311,Recycling facility,5,Great Eastern Waste,377 Mentmore Terrace,Hackney,London,E8 3PH,51.54099,-0.0577,MRF,C,,,,,,,,,,,,,,,,,,,,,
311,Recycling facility,5,Great Eastern Waste,377 Mentmore Terrace,Hackney,London,E8 3PH,51.54099,-0.0577,MRF,C,,,,,,,,,,,,,,,,,,,,,
312,Reprocessor,8,Greatness Quarry Integrated Waste Management Facility,Farm Road,Sevenoaks,Kent,TN14 5BP,51.29692,0.19798,Reprocessor,B,,,,,,,,,,,,,,,,,,,,,
312,Reprocessor,8,Greatness Quarry Integrated Waste Management Facility,Farm Road,Sevenoaks,Kent,TN14 5BP,51.29692,0.19798,Reprocessor,B,,,,,,,,,,,,,,,,,,,,,
312,Reprocessor,8,Greatness Quarry Integrated Waste Management Facility,Farm Road,Sevenoaks,Kent,TN14 5BP,51.29692,0.19798,Reprocessor,B,,,,,,,,,,,,,,,,,,,,,
312,Reprocessor,8,Greatness Quarry Integrated Waste Management Facility,Farm Road,Sevenoaks,Kent,TN14 5BP,51.29692,0.19798,Reprocessor,B,,,,,,,,,,,,,,,,,,,,,
312,Reprocessor,8,Greatness Quarry Integrated Waste Management Facility,Farm Road,Sevenoaks,Kent,TN14 5BP,51.29692,0.19798,Reprocessor,B,,,,,,,,,,,,,,,,,,,,,
312,Reprocessor,8,Greatness Quarry Integrated Waste Management Facility,Farm Road,Sevenoaks,Kent,TN14 5BP,51.29692,0.19798,Reprocessor,B,,,,,,,,,,,,,,,,,,,,,
316,Community,2,Greenstream Flooring CIC,"Unit 3, Rheola Industrial Estate,",Porth,Rhondda,CF39 0AD,51.61633,-3.41041,Reuse ,A,,,,,,,,,,,,,,,,,,,,,
316,Community,2,Greenstream Flooring CIC,"Unit 3, Rheola Industrial Estate,",Porth,Rhondda,CF39 0AD,51.61633,-3.41041,Reuse ,A,,,,,,,,,,,,,,,,,,,,,
316,Community,2,Greenstream Flooring CIC,"Unit 3, Rheola Industrial Estate,",Porth,Rhondda,CF39 0AD,51.61633,-3.41041,Reuse ,A,,,,,,,,,,,,,,,,,,,,,
317,Recycling facility,5,Ground Skips,"Nightingale Works Brent Terrace,",Brent,London,NW2 1LR,51.57096,-0.22523,MRF,C,,,,,,,,,,,,,,,,,,,,,
317,Recycling facility,5,Ground Skips,"Nightingale Works Brent Terrace,",Brent,London,NW2 1LR,51.57096,-0.22523,MRF,C,,,,,,,,,,,,,,,,,,,,,
317,Recycling facility,5,Ground Skips,"Nightingale Works Brent Terrace,",Brent,London,NW2 1LR,51.57096,-0.22523,MRF,C,,,,,,,,,,,,,,,,,,,,,
317,Recycling facility,5,Ground Skips,"Nightingale Works Brent Terrace,",Brent,London,NW2 1LR,51.57096,-0.22523,MRF,C,,,,,,,,,,,,,,,,,,,,,
317,Recycling facility,5,Ground Skips,"Nightingale Works Brent Terrace,",Brent,London,NW2 1LR,51.57096,-0.22523,MRF,C,,,,,,,,,,,,,,,,,,,,,
317,Recycling facility,5,Ground Skips,"Nightingale Works Brent Terrace,",Brent,London,NW2 1LR,51.57096,-0.22523,MRF,C,,,,,,,,,,,,,,,,,,,,,
317,Recycling facility,5,Ground Skips,"Nightingale Works Brent Terrace,",Brent,London,NW2 1LR,51.57096,-0.22523,MRF,C,,,,,,,,,,,,,,,,,,,,,
321,Charity,1,Hamelin Trust (Billericay),19 Radford Crescent,Billericay,Essex,CM12 0DU,51.6308,0.41486,Reuse ,A,,,,,,,,,,,,,,,,,,,,,
321,Charity,1,Hamelin Trust (Billericay),19 Radford Crescent,Billericay,Essex,CM12 0DU,51.6308,0.41486,Reuse ,A,,,,,,,,,,,,,,,,,,,,,
321,Charity,1,Hamelin Trust (Billericay),19 Radford Crescent,Billericay,Essex,CM12 0DU,51.6308,0.41486,Reuse ,A,,,,,,,,,,,,,,,,,,,,,
322,Charity,1,Hamelin Trust (Laindon),33-35 Laindon Centre,Basildon,Essex,SS15 5TQ,51.57437,0.42335,Reuse ,A,,,,,,,,,,,,,,,,,,,,,
322,Charity,1,Hamelin Trust (Laindon),33-35 Laindon Centre,Basildon,Essex,SS15 5TQ,51.57437,0.42335,Reuse ,A,,,,,,,,,,,,,,,,,,,,,
322,Charity,1,Hamelin Trust (Laindon),33-35 Laindon Centre,Basildon,Essex,SS15 5TQ,51.57437,0.42335,Reuse ,A,,,,,,,,,,,,,,,,,,,,,
323,Charity,1,Hamelin Trust(Shenfield),250 Hutton Road,Shenfiled,Essex,CM15 8PA,51.63118,0.32965,Reuse ,A,,,,,,,,,,,,,,,,,,,,,
323,Charity,1,Hamelin Trust(Shenfield),250 Hutton Road,Shenfiled,Essex,CM15 8PA,51.63118,0.32965,Reuse ,A,,,,,,,,,,,,,,,,,,,,,
323,Charity,1,Hamelin Trust(Shenfield),250 Hutton Road,Shenfiled,Essex,CM15 8PA,51.63118,0.32965,Reuse ,A,,,,,,,,,,,,,,,,,,,,,
326,Recycling facility,5,Hammond Skips,24 Colliery Lane,Coventry,West Midlands,CV7 9NW,52.4705,-1.47414,MRF,C,,,,,,,,,,,,,,,,,,,,,
326,Recycling facility,5,Hammond Skips,24 Colliery Lane,Coventry,West Midlands,CV7 9NW,52.4705,-1.47414,MRF,C,,,,,,,,,,,,,,,,,,,,,
326,Recycling facility,5,Hammond Skips,24 Colliery Lane,Coventry,West Midlands,CV7 9NW,52.4705,-1.47414,MRF,C,,,,,,,,,,,,,,,,,,,,,
326,Recycling facility,5,Hammond Skips,24 Colliery Lane,Coventry,West Midlands,CV7 9NW,52.4705,-1.47414,MRF,C,,,,,,,,,,,,,,,,,,,,,
326,Recycling facility,5,Hammond Skips,24 Colliery Lane,Coventry,West Midlands,CV7 9NW,52.4705,-1.47414,MRF,C,,,,,,,,,,,,,,,,,,,,,
326,Recycling facility,5,Hammond Skips,24 Colliery Lane,Coventry,West Midlands,CV7 9NW,52.4705,-1.47414,MRF,C,,,,,,,,,,,,,,,,,,,,,
326,Recycling facility,5,Hammond Skips,24 Colliery Lane,Coventry,West Midlands,CV7 9NW,52.4705,-1.47414,MRF,C,,,,,,,,,,,,,,,,,,,,,
