UID_Row,Sup_type,Supplier_type,Supplier_name,Address_Street,City,County,Postcode,Lat,Long,Hierarchy,Category,MIX01,PLA01,HAR01,MET01,PAP01,TIM01,DMR01,CEIL01,HAZ01,GLA01,MUN01,CON01,BRI01,FURN01,FLO01,INS01,GARD01,TIL01,NON01,NHM01,Other
3,Charity,1,2ND chance Furniture (Nuneaton),Abbeygate Shopping Centre,Nuneaton,Warwickshire,CV11 4EL,52.5232935,-1.4676562,Reuse ,A,,,,,,,,,,,,,,,,,,,,,
3,Charity,1,2ND chance Furniture (Nuneaton),Abbeygate Shopping Centre,Nuneaton,Warwickshire,CV11 4EL,52.5232935,-1.4676562,Reuse ,A,,,,,,,,,,,,,,,,,,,,,
3,Charity,1,2ND chance Furniture (Nuneaton),Abbeygate Shopping Centre,Nuneaton,Warwickshire,CV11 4EL,52.5232935,-1.4676562,Reuse ,A,,,,,,,,,,,,,,,,,,,,,
4,Charity,1,610 Youth & Community Centre,610 Kingstanding Road,Old Oscott,West Midlands,B44 9SH,52.5474,-1.88511,Reuse ,A,,,,,,,,,,,,,,,,,,,,,
4,Charity,1,610 Youth & Community Centre,610 Kingstanding Road,Old Oscott,West Midlands,B44 9SH,52.5474,-1.88511,Reuse ,A,,,,,,,,,,,,,,,,,,,,,
4,Charity,1,610 Youth & Community Centre,610 Kingstanding Road,Old Oscott,West Midlands,B44 9SH,52.5474,-1.88511,Reuse ,A,,,,,,,,,,,,,,,,,,,,,
5,Charity,1,9 Lives Furniture,25 Wharf Lane,Watford,Hertfordshire,WD3 1HA,51.6391281,-0.4648515,Reuse ,A,,,,,,,,,,,,,,,,,,,,,
5,Charity,1,9 Lives Furniture,25 Wharf Lane,Watford,Hertfordshire,WD3 1HA,51.6391281,-0.4648515,Reuse ,A,,,,,,,,,,,,,,,,,,,,,
5,Charity,1,9 Lives Furniture,25 Wharf Lane,Watford,Hertfordshire,WD3 1HA,51.6391281,-0.4648515,Reuse ,A,,,,,,,,,,,,,,,,,,,,,
8,Recycling facility,5,A M Waste London,Unit 6 Burdon & Miles Industrial Estate,Cheshunt,Hertfordshire,EN8 9SP,51.706048,-0.0239082,MRF,C,,,,,,,,,,,,,,,,,,,,,
8,Recycling facility,5,A M Waste London,Unit 6 Burdon & Miles Industrial Estate,Cheshunt,Hertfordshire,EN8 9SP,51.706048,-0.0239082,MRF,C,,,,,,,,,,,,,,,,,,,,,
8,Recycling facility,5,A M Waste London,Unit 6 Burdon & Miles Industrial Estate,Cheshunt,Hertfordshire,EN8 9SP,51.706048,-0.0239082,MRF,C,,,,,,,,,,,,,,,,,,,,,
8,Recycling facility,5,A M Waste London,Unit 6 Burdon & Miles Industrial Estate,Cheshunt,Hertfordshire,EN8 9SP,51.706048,-0.0239082,MRF,C,,,,,,,,,,,,,,,,,,,,,
8,Recycling facility,5,A M Waste London,Unit 6 Burdon & Miles Industrial Estate,Cheshunt,Hertfordshire,EN8 9SP,51.706048,-0.0239082,MRF,C,,,,,,,,,,,,,,,,,,,,,
8,Recycling facility,5,A M Waste London,Unit 6 Burdon & Miles Industrial Estate,Cheshunt,Hertfordshire,EN8 9SP,51.706048,-0.0239082,MRF,C,,,,,,,,,,,,,,,,,,,,,
8,Recycling facility,5,A M Waste London,Unit 6 Burdon & Miles Industrial Estate,Cheshunt,Hertfordshire,EN8 9SP,51.706048,-0.0239082,MRF,C,,,,,,,,,,,,,,,,,,,,,
16,Recycling facility,5,Able Waste,43 Imperial way,Croydon,Surrey,CR0 4RR,51.35718,-0.12058,MRF,C,,,,,,,,,,,,,,,,,,,,,
16,Recycling facility,5,Able Waste,43 Imperial way,Croydon,Surrey,CR0 4RR,51.35718,-0.12058,MRF,C,,,,,,,,,,,,,,,,,,,,,
16,Recycling facility,5,Able Waste,43 Imperial way,Croydon,Surrey,CR0 4RR,51.35718,-0.12058,MRF,C,,,,,,,,,,,,,,,,,,,,,
16,Recycling facility,5,Able Waste,43 Imperial way,Croydon,Surrey,CR0 4RR,51.35718,-0.12058,MRF,C,,,,,,,,,,,,,,,,,,,,,
16,Recycling facility,5,Able Waste,43 Imperial way,Croydon,Surrey,CR0 4RR,51.35718,-0.12058,MRF,C,,,,,,,,,,,,,,,,,,,,,
16,Recycling facility,5,Able Waste,43 Imperial way,Croydon,Surrey,CR0 4RR,51.35718,-0.12058,MRF,C,,,,,,,,,,,,,,,,,,,,,
16,Recycling facility,5,Able Waste,43 Imperial way,Croydon,Surrey,CR0 4RR,51.35718,-0.12058,MRF,C,,,,,,,,,,,,,,,,,,,,,
20,Charity,1,Acting for Others,West Suite,Covent Garden,London,WC2E 9AR,51.51138,-0.12596,Reuse ,A,,,,,,,,,,,,,,,,,,,,,
20,Charity,1,Acting for Others,West Suite,Covent Garden,London,WC2E 9AR,51.51138,-0.12596,Reuse ,A,,,,,,,,,,,,,,,,,,,,,
20,Charity,1,Acting for Others,West Suite,Covent Garden,London,WC2E 9AR,51.51138,-0.12596,Reuse ,A,,,,,,,,,,,,,,,,,,,,,
21,Recycling facility,5,AE Burgess & Sons,Ulverscroft Road,Leicester,Leicestershire,LE4 0BY,52.64678,-1.14159,MRF,C,,,,,,,,,,,,,,,,,,,,,
21,Recycling facility,5,AE Burgess & Sons,Ulverscroft Road,Leicester,Leicestershire,LE4 0BY,52.64678,-1.14159,MRF,C,,,,,,,,,,,,,,,,,,,,,
21,Recycling facility,5,AE Burgess & Sons,Ulverscroft Road,Leicester,Leicestershire,LE4 0BY,52.64678,-1.14159,MRF,C,,,,,,,,,,,,,,,,,,,,,
21,Recycling facility,5,AE Burgess & Sons,Ulverscroft Road,Leicester,Leicestershire,LE4 0BY,52.64678,-1.14159,MRF,C,,,,,,,,,,,,,,,,,,,,,
21,Recycling facility,5,AE Burgess & Sons,Ulverscroft Road,Leicester,Leicestershire,LE4 0BY,52.64678,-1.14159,MRF,C,,,,,,,,,,,,,,,,,,,,,
21,Recycling facility,5,AE Burgess & Sons,Ulverscroft Road,Leicester,Leicestershire,LE4 0BY,52.64678,-1.14159,MRF,C,,,,,,,,,,,,,,,,,,,,,
21,Recycling facility,5,AE Burgess & Sons,Ulverscroft Road,Leicester,Leicestershire,LE4 0BY,52.64678,-1.14159,MRF,C,,,,,,,,,,,,,,,,,,,,,
30,Charity,1,Amersham Youth Activities,Amersham Youth Activities,Amersham,Buckinghamshire,HP6 5AH,51.67626,-0.60224,Reuse ,A,,,,,,,,,,,,,,,,,,,,,
30,Charity,1,Amersham Youth Activities,Amersham Youth Activities,Amersham,Buckinghamshire,HP6 5AH,51.67626,-0.60224,Reuse ,A,,,,,,,,,,,,,,,,,,,,,
30,Charity,1,Amersham Youth Activities,Amersham Youth Activities,Amersham,Buckinghamshire,HP6 5AH,51.67626,-0.60224,Reuse ,A,,,,,,,,,,,,,,,,,,,,,
31,Recycling facility,5,Aquaforce Recycling,Sprint Ind Est,Wolverhampton,West Midlands,WV10 7DB,52.67485,-2.12128,MRF,C,,,,,,,,,,,,,,,,,,,,,
31,Recycling facility,5,Aquaforce Recycling,Sprint Ind Est,Wolverhampton,West Midlands,WV10 7DB,52.67485,-2.12128,MRF,C,,,,,,,,,,,,,,,,,,,,,
31,Recycling facility,5,Aquaforce Recycling,Sprint Ind Est,Wolverhampton,West Midlands,WV10 7DB,52.67485,-2.12128,MRF,C,,,,,,,,,,,,,,,,,,,,,
31,Recycling facility,5,Aquaforce Recycling,Sprint Ind Est,Wolverhampton,West Midlands,WV10 7DB,52.67485,-2.12128,MRF,C,,,,,,,,,,,,,,,,,,,,,
31,Recycling facility,5,Aquaforce Recycling,Sprint Ind Est,Wolverhampton,West Midlands,WV10 7DB,52.67485,-2.12128,MRF,C,,,,,,,,,,,,,,,,,,,,,
31,Recycling facility,5,Aquaforce Recycling,Sprint Ind Est,Wolverhampton,West Midlands,WV10 7DB,52.67485,-2.12128,MRF,C,,,,,,,,,,,,,,,,,,,,,
31,Recycling facility,5,Aquaforce Recycling,Sprint Ind Est,Wolverhampton,West Midlands,WV10 7DB,52.67485,-2.12128,MRF,C,,,,,,,,,,,,,,,,,,,,,
32,Charity,1,Arbour Youth Centre,The Arbour Youth Centre,Tower Hamlets,London,E1 4ST,51.52072,-0.04091,Reuse ,A,,,,,,,,,,,,,,,,,,,,,
32,Charity,1,Arbour Youth Centre,The Arbour Youth Centre,Tower Hamlets,London,E1 4ST,51.52072,-0.04091,Reuse ,A,,,,,,,,,,,,,,,,,,,,,
32,Charity,1,Arbour Youth Centre,The Arbour Youth Centre,Tower Hamlets,London,E1 4ST,51.52072,-0.04091,Reuse ,A,,,,,,,,,,,,,,,,,,,,,
35,Reprocessor,8,Aveley No2 Clay Pit,Aveley Landfill,South Ockendon,Thurrock,RM15 4XP,51.503331,0.2373123,Reprocessor,B,,,,,,,,,,,,,,,,,,,,,
35,Reprocessor,8,Aveley No2 Clay Pit,Aveley Landfill,South Ockendon,Thurrock,RM15 4XP,51.503331,0.2373123,Reprocessor,B,,,,,,,,,,,,,,,,,,,,,
35,Reprocessor,8,Aveley No2 Clay Pit,Aveley Landfill,South Ockendon,Thurrock,RM15 4XP,51.503331,0.2373123,Reprocessor,B,,,,,,,,,,,,,,,,,,,,,
35,Reprocessor,8,Aveley No2 Clay Pit,Aveley Landfill,South Ockendon,Thurrock,RM15 4XP,51.503331,0.2373123,Reprocessor,B,,,,,,,,,,,,,,,,,,,,,
35,Reprocessor,8,Aveley No2 Clay Pit,Aveley Landfill,South Ockendon,Thurrock,RM15 4XP,51.503331,0.2373123,Reprocessor,B,,,,,,,,,,,,,,,,,,,,,
35,Reprocessor,8,Aveley No2 Clay Pit,Aveley Landfill,South Ockendon,Thurrock,RM15 4XP,51.503331,0.2373123,Reprocessor,B,,,,,,,,,,,,,,,,,,,,,
36,Reprocessor,8,Aveley No2a Clay Pit,Aveley Landfill,South Ockendon,Thurrock,RM15 4XP,51.503331,0.2373123,Reprocessor,B,,,,,,,,,,,,,,,,,,,,,
36,Reprocessor,8,Aveley No2a Clay Pit,Aveley Landfill,South Ockendon,Thurrock,RM15 4XP,51.503331,0.2373123,Reprocessor,B,,,,,,,,,,,,,,,,,,,,,
36,Reprocessor,8,Aveley No2a Clay Pit,Aveley Landfill,South Ockendon,Thurrock,RM15 4XP,51.503331,0.2373123,Reprocessor,B,,,,,,,,,,,,,,,,,,,,,
36,Reprocessor,8,Aveley No2a Clay Pit,Aveley Landfill,South Ockendon,Thurrock,RM15 4XP,51.503331,0.2373123,Reprocessor,B,,,,,,,,,,,,,,,,,,,,,
36,Reprocessor,8,Aveley No2a Clay Pit,Aveley Landfill,South Ockendon,Thurrock,RM15 4XP,51.503331,0.2373123,Reprocessor,B,,,,,,,,,,,,,,,,,,,,,
36,Reprocessor,8,Aveley No2a Clay Pit,Aveley Landfill,South Ockendon,Thurrock,RM15 4XP,51.503331,0.2373123,Reprocessor,B,,,,,,,,,,,,,,,,,,,,,
37,Reprocessor,8,Aveley No3 Clay Pit,Aveley Landfill,South Ockendon,Thurrock,RM15 4XP,51.503331,0.2373123,Reprocessor,B,,,,,,,,,,,,,,,,,,,,,
37,Reprocessor,8,Aveley No3 Clay Pit,Aveley Landfill,South Ockendon,Thurrock,RM15 4XP,51.503331,0.2373123,Reprocessor,B,,,,,,,,,,,,,,,,,,,,,
37,Reprocessor,8,Aveley No3 Clay Pit,Aveley Landfill,South Ockendon,Thurrock,RM15 4XP,51.503331,0.2373123,Reprocessor,B,,,,,,,,,,,,,,,,,,,,,
37,Reprocessor,8,Aveley No3 Clay Pit,Aveley Landfill,South Ockendon,Thurrock,RM15 4XP,51.503331,0.2373123,Reprocessor,B,,,,,,,,,,,,,,,,,,,,,
37,Reprocessor,8,Aveley No3 Clay Pit,Aveley Landfill,South Ockendon,Thurrock,RM15 4XP,51.503331,0.2373123,Reprocessor,B,,,,,,,,,,,,,,,,,,,,,
37,Reprocessor,8,Aveley No3 Clay Pit,Aveley Landfill,South Ockendon,Thurrock,RM15 4XP,51.503331,0.2373123,Reprocessor,B,,,,,,,,,,,,,,,,,,,,,
43,Recycling facility,5,Bagnall and Morris,16 Dock Road South,Birkenhead,Merseyside,CH62 4SQ,53.347983,-2.9805889,MRF,C,,,,,,,,,,,,,,,,,,,,,
43,Recycling facility,5,Bagnall and Morris,16 Dock Road South,Birkenhead,Merseyside,CH62 4SQ,53.347983,-2.9805889,MRF,C,,,,,,,,,,,,,,,,,,,,,
43,Recycling facility,5,Bagnall and Morris,16 Dock Road South,Birkenhead,Merseyside,CH62 4SQ,53.347983,-2.9805889,MRF,C,,,,,,,,,,,,,,,,,,,,,
43,Recycling facility,5,Bagnall and Morris,16 Dock Road South,Birkenhead,Merseyside,CH62 4SQ,53.347983,-2.9805889,MRF,C,,,,,,,,,,,,,,,,,,,,,
43,Recycling facility,5,Bagnall and Morris,16 Dock Road South,Birkenhead,Merseyside,CH62 4SQ,53.347983,-2.9805889,MRF,C,,,,,,,,,,,,,,,,,,,,,
43,Recycling facility,5,Bagnall and Morris,16 Dock Road South,Birkenhead,Merseyside,CH62 4SQ,53.347983,-2.9805889,MRF,C,,,,,,,,,,,,,,,,,,,,,
43,Recycling facility,5,Bagnall and Morris,16 Dock Road South,Birkenhead,Merseyside,CH62 4SQ,53.347983,-2.9805889,MRF,C,,,,,,,,,,,,,,,,,,,,,
44,Recycling facility,5,Baileys skip,Heritage Way,Corby,Northamptonshire,NN17 5XW,52.5072955,-0.6808023,MRF,C,,,,,,,,,,,,,,,,,,,,,
44,Recycling facility,5,Baileys skip,Heritage Way,Corby,Northamptonshire,NN17 5XW,52.5072955,-0.6808023,MRF,C,,,,,,,,,,,,,,,,,,,,,
44,Recycling facility,5,Baileys skip,Heritage Way,Corby,Northamptonshire,NN17 5XW,52.5072955,-0.6808023,MRF,C,,,,,,,,,,,,,,,,,,,,,
44,Recycling facility,5,Baileys skip,Heritage Way,Corby,Northamptonshire,NN17 5XW,52.5072955,-0.6808023,MRF,C,,,,,,,,,,,,,,,,,,,,,
44,Recycling facility,5,Baileys skip,Heritage Way,Corby,Northamptonshire,NN17 5XW,52.5072955,-0.6808023,MRF,C,,,,,,,,,,,,,,,,,,,,,
44,Recycling facility,5,Baileys skip,Heritage Way,Corby,Northamptonshire,NN17 5XW,52.5072955,-0.6808023,MRF,C,,,,,,,,,,,,,,,,,,,,,
44,Recycling facility,5,Baileys skip,Heritage Way,Corby,Northamptonshire,NN17 5XW,52.5072955,-0.6808023,MRF,C,,,,,,,,,,,,,,,,,,,,,
45,Recycling facility,5,Bakers Waste,Granite Close,Leceister,Leicestershire,LE19 4AE,52.5936543,-1.2161531,MRF,C,,,,,,,,,,,,,,,,,,,,,
45,Recycling facility,5,Bakers Waste,Granite Close,Leceister,Leicestershire,LE19 4AE,52.5936543,-1.2161531,MRF,C,,,,,,,,,,,,,,,,,,,,,
45,Recycling facility,5,Bakers Waste,Granite Close,Leceister,Leicestershire,LE19 4AE,52.5936543,-1.2161531,MRF,C,,,,,,,,,,,,,,,,,,,,,
45,Recycling facility,5,Bakers Waste,Granite Close,Leceister,Leicestershire,LE19 4AE,52.5936543,-1.2161531,MRF,C,,,,,,,,,,,,,,,,,,,,,
45,Recycling facility,5,Bakers Waste,Granite Close,Leceister,Leicestershire,LE19 4AE,52.5936543,-1.2161531,MRF,C,,,,,,,,,,,,,,,,,,,,,
45,Recycling facility,5,Bakers Waste,Granite Close,Leceister,Leicestershire,LE19 4AE,52.5936543,-1.2161531,MRF,C,,,,,,,,,,,,,,,,,,,,,
45,Recycling facility,5,Bakers Waste,Granite Close,Leceister,Leicestershire,LE19 4AE,52.5936543,-1.2161531,MRF,C,,,,,,,,,,,,,,,,,,,,,
57,Recycling facility,5,Berrymans Glass Recycling Ltd,Tilbury Docks,Tilbury,Essex,RM18 7EH,51.4640671,0.3463375,Reprocessor,B,,,,,,,,,,,,,,,,,,,,,
57,Recycling facility,5,Berrymans Glass Recycling Ltd,Tilbury Docks,Tilbury,Essex,RM18 7EH,51.4640671,0.3463375,Reprocessor,B,,,,,,,,,,,,,,,,,,,,,
57,Recycling facility,5,Berrymans Glass Recycling Ltd,Tilbury Docks,Tilbury,Essex,RM18 7EH,51.4640671,0.3463375,Reprocessor,B,,,,,,,,,,,,,,,,,,,,,
57,Recycling facility,5,Berrymans Glass Recycling Ltd,Tilbury Docks,Tilbury,Essex,RM18 7EH,51.4640671,0.3463375,Reprocessor,B,,,,,,,,,,,,,,,,,,,,,
57,Recycling facility,5,Berrymans Glass Recycling Ltd,Tilbury Docks,Tilbury,Essex,RM18 7EH,51.4640671,0.3463375,Reprocessor,B,,,,,,,,,,,,,,,,,,,,,
57,Recycling facility,5,Berrymans Glass Recycling Ltd,Tilbury Docks,Tilbury,Essex,RM18 7EH,51.4640671,0.3463375,Reprocessor,B,,,,,,,,,,,,,,,,,,,,,
57,Recycling facility,5,Berrymans Glass Recycling Ltd,Tilbury Docks,Tilbury,Essex,RM18 7EH,51.4640671,0.3463375,Reprocessor,B,,,,,,,,,,,,,,,,,,,,,
59,Recycling facility,5,Biffa - New chapel,Hobbs Industrial Estate,Lingfield,Surrey,RH7 6HN,51.15499,-0.05692,MRF,C,,,,,,,,,,,,,,,,,,,,,
59,Recycling facility,5,Biffa - New chapel,Hobbs Industrial Estate,Lingfield,Surrey,RH7 6HN,51.15499,-0.05692,MRF,C,,,,,,,,,,,,,,,,,,,,,
59,Recycling facility,5,Biffa - New chapel,Hobbs Industrial Estate,Lingfield,Surrey,RH7 6HN,51.15499,-0.05692,MRF,C,,,,,,,,,,,,,,,,,,,,,
59,Recycling facility,5,Biffa - New chapel,Hobbs Industrial Estate,Lingfield,Surrey,RH7 6HN,51.15499,-0.05692,MRF,C,,,,,,,,,,,,,,,,,,,,,
59,Recycling facility,5,Biffa - New chapel,Hobbs Industrial Estate,Lingfield,Surrey,RH7 6HN,51.15499,-0.05692,MRF,C,,,,,,,,,,,,,,,,,,,,,
59,Recycling facility,5,Biffa - New chapel,Hobbs Industrial Estate,Lingfield,Surrey,RH7 6HN,51.15499,-0.05692,MRF,C,,,,,,,,,,,,,,,,,,,,,
59,Recycling facility,5,Biffa - New chapel,Hobbs Industrial Estate,Lingfield,Surrey,RH7 6HN,51.15499,-0.05692,MRF,C,,,,,,,,,,,,,,,,,,,,,
60,Recycling facility,5,Biffa Hull,Stoneferry Road,Hull,East Yorkshire,HU8 8BZ,53.75866,-0.3266,MRF,C,,,,,,,,,,,,,,,,,,,,,
60,Recycling facility,5,Biffa Hull,Stoneferry Road,Hull,East Yorkshire,HU8 8BZ,53.75866,-0.3266,MRF,C,,,,,,,,,,,,,,,,,,,,,
60,Recycling facility,5,Biffa Hull,Stoneferry Road,Hull,East Yorkshire,HU8 8BZ,53.75866,-0.3266,MRF,C,,,,,,,,,,,,,,,,,,,,,
60,Recycling facility,5,Biffa Hull,Stoneferry Road,Hull,East Yorkshire,HU8 8BZ,53.75866,-0.3266,MRF,C,,,,,,,,,,,,,,,,,,,,,
60,Recycling facility,5,Biffa Hull,Stoneferry Road,Hull,East Yorkshire,HU8 8BZ,53.75866,-0.3266,MRF,C,,,,,,,,,,,,,,,,,,,,,
60,Recycling facility,5,Biffa Hull,Stoneferry Road,Hull,East Yorkshire,HU8 8BZ,53.75866,-0.3266,MRF,C,,,,,,,,,,,,,,,,,,,,,
60,Recycling facility,5,Biffa Hull,Stoneferry Road,Hull,East Yorkshire,HU8 8BZ,53.75866,-0.3266,MRF,C,,,,,,,,,,,,,,,,,,,,,
61,Recycling facility,5,Biffa- Northampton,Jackdaw Close,Northampton,Northamptonshire,NN3 9ER,52.24676,-0.81176,MRF,C,,,,,,,,,,,,,,,,,,,,,
61,Recycling facility,5,Biffa- Northampton,Jackdaw Close,Northampton,Northamptonshire,NN3 9ER,52.24676,-0.81176,MRF,C,,,,,,,,,,,,,,,,,,,,,
61,Recycling facility,5,Biffa- Northampton,Jackdaw Close,Northampton,Northamptonshire,NN3 9ER,52.24676,-0.81176,MRF,C,,,,,,,,,,,,,,,,,,,,,
61,Recycling facility,5,Biffa- Northampton,Jackdaw Close,Northampton,Northamptonshire,NN3 9ER,52.24676,-0.81176,MRF,C,,,,,,,,,,,,,,,,,,,,,
61,Recycling facility,5,Biffa- Northampton,Jackdaw Close,Northampton,Northamptonshire,NN3 9ER,52.24676,-0.81176,MRF,C,,,,,,,,,,,,,,,,,,,,,
61,Recycling facility,5,Biffa- Northampton,Jackdaw Close,Northampton,Northamptonshire,NN3 9ER,52.24676,-0.81176,MRF,C,,,,,,,,,,,,,,,,,,,,,
61,Recycling facility,5,Biffa- Northampton,Jackdaw Close,Northampton,Northamptonshire,NN3 9ER,52.24676,-0.81176,MRF,C,,,,,,,,,,,,,,,,,,,,,
66,Recycling facility,5,Blackpole Recycling,"Unit 100, Blackpole Trading Estate West",Worcester,Worcestershireshire,WR3 8TJ,52.22002,-2.1995,MRF,C,,,,,,,,,,,,,,,,,,,,,
66,Recycling facility,5,Blackpole Recycling,"Unit 100, Blackpole Trading Estate West",Worcester,Worcestershireshire,WR3 8TJ,52.22002,-2.1995,MRF,C,,,,,,,,,,,,,,,,,,,,,
66,Recycling facility,5,Blackpole Recycling,"Unit 100, Blackpole Trading Estate West",Worcester,Worcestershireshire,WR3 8TJ,52.22002,-2.1995,MRF,C,,,,,,,,,,,,,,,,,,,,,
66,Recycling facility,5,Blackpole Recycling,"Unit 100, Blackpole Trading Estate West",Worcester,Worcestershireshire,WR3 8TJ,52.22002,-2.1995,MRF,C,,,,,,,,,,,,,,,,,,,,,
66,Recycling facility,5,Blackpole Recycling,"Unit 100, Blackpole Trading Estate West",Worcester,Worcestershireshire,WR3 8TJ,52.22002,-2.1995,MRF,C,,,,,,,,,,,,,,,,,,,,,
66,Recycling facility,5,Blackpole Recycling,"Unit 100, Blackpole Trading Estate West",Worcester,Worcestershireshire,WR3 8TJ,52.22002,-2.1995,MRF,C,,,,,,,,,,,,,,,,,,,,,
66,Recycling facility,5,Blackpole Recycling,"Unit 100, Blackpole Trading Estate West",Worcester,Worcestershireshire,WR3 8TJ,52.22002,-2.1995,MRF,C,,,,,,,,,,,,,,,,,,,,,
68,Charity,1,Bletchely Youth Centre,Bletchley Youth Centre,Milton Keynes,Milton Keynes ,MK3 7BE,51.99684,-0.76076,Reuse ,A,,,,,,,,,,,,,,,,,,,,,
68,Charity,1,Bletchely Youth Centre,Bletchley Youth Centre,Milton Keynes,Milton Keynes ,MK3 7BE,51.99684,-0.76076,Reuse ,A,,,,,,,,,,,,,,,,,,,,,
68,Charity,1,Bletchely Youth Centre,Bletchley Youth Centre,Milton Keynes,Milton Keynes ,MK3 7BE,51.99684,-0.76076,Reuse ,A,,,,,,,,,,,,,,,,,,,,,
77,Charity,1,Brighton Youth Centre,64 Edward Street,Brighton,West Sussex,BN2 0JR,50.82222,-0.13048,Reuse ,A,,,,,,,,,,,,,,,,,,,,,
77,Charity,1,Brighton Youth Centre,64 Edward Street,Brighton,West Sussex,BN2 0JR,50.82222,-0.13048,Reuse ,A,,,,,,,,,,,,,,,,,,,,,
77,Charity,1,Brighton Youth Centre,64 Edward Street,Brighton,West Sussex,BN2 0JR,50.82222,-0.13048,Reuse ,A,,,,,,,,,,,,,,,,,,,,,
78,Recycling facility,5,Bristol and Avon Waste Mgmt,Ironchurch Road,Bristol,Avon ,BS11 9BP,51.52166,-2.69217,MRF,C,,,,,,,,,,,,,,,,,,,,,
78,Recycling facility,5,Bristol and Avon Waste Mgmt,Ironchurch Road,Bristol,Avon ,BS11 9BP,51.52166,-2.69217,MRF,C,,,,,,,,,,,,,,,,,,,,,
78,Recycling facility,5,Bristol and Avon Waste Mgmt,Ironchurch Road,Bristol,Avon ,BS11 9BP,51.52166,-2.69217,MRF,C,,,,,,,,,,,,,,,,,,,,,
78,Recycling facility,5,Bristol and Avon Waste Mgmt,Ironchurch Road,Bristol,Avon ,BS11 9BP,51.52166,-2.69217,MRF,C,,,,,,,,,,,,,,,,,,,,,
78,Recycling facility,5,Bristol and Avon Waste Mgmt,Ironchurch Road,Bristol,Avon ,BS11 9BP,51.52166,-2.69217,MRF,C,,,,,,,,,,,,,,,,,,,,,
78,Recycling facility,5,Bristol and Avon Waste Mgmt,Ironchurch Road,Bristol,Avon ,BS11 9BP,51.52166,-2.69217,MRF,C,,,,,,,,,,,,,,,,,,,,,
78,Recycling facility,5,Bristol and Avon Waste Mgmt,Ironchurch Road,Bristol,Avon ,BS11 9BP,51.52166,-2.69217,MRF,C,,,,,,,,,,,,,,,,,,,,,
79,Recycling facility,5,Britaniacrest Recycling Ltd,24-26 Reigate Road,Horley,Surrey,RH6 0HJ,51.18543,-0.19622,MRF,C,,,,,,,,,,,,,,,,,,,,,
79,Recycling facility,5,Britaniacrest Recycling Ltd,24-26 Reigate Road,Horley,Surrey,RH6 0HJ,51.18543,-0.19622,MRF,C,,,,,,,,,,,,,,,,,,,,,
79,Recycling facility,5,Britaniacrest Recycling Ltd,24-26 Reigate Road,Horley,Surrey,RH6 0HJ,51.18543,-0.19622,MRF,C,,,,,,,,,,,,,,,,,,,,,
79,Recycling facility,5,Britaniacrest Recycling Ltd,24-26 Reigate Road,Horley,Surrey,RH6 0HJ,51.18543,-0.19622,MRF,C,,,,,,,,,,,,,,,,,,,,,
79,Recycling facility,5,Britaniacrest Recycling Ltd,24-26 Reigate Road,Horley,Surrey,RH6 0HJ,51.18543,-0.19622,MRF,C,,,,,,,,,,,,,,,,,,,,,
79,Recycling facility,5,Britaniacrest Recycling Ltd,24-26 Reigate Road,Horley,Surrey,RH6 0HJ,51.18543,-0.19622,MRF,C,,,,,,,,,,,,,,,,,,,,,
79,Recycling facility,5,Britaniacrest Recycling Ltd,24-26 Reigate Road,Horley,Surrey,RH6 0HJ,51.18543,-0.19622,MRF,C,,,,,,,,,,,,,,,,,,,,,
82,Recycling facility,5,Brown & son Recycling,"Vanguard House, Sneyd Hill",Stoke-on-Trent,Staffordshire,ST6 2DZ,53.04617,-2.18,MRF,C,,,,,,,,,,,,,,,,,,,,,
82,Recycling facility,5,Brown & son Recycling,"Vanguard House, Sneyd Hill",Stoke-on-Trent,Staffordshire,ST6 2DZ,53.04617,-2.18,MRF,C,,,,,,,,,,,,,,,,,,,,,
82,Recycling facility,5,Brown & son Recycling,"Vanguard House, Sneyd Hill",Stoke-on-Trent,Staffordshire,ST6 2DZ,53.04617,-2.18,MRF,C,,,,,,,,,,,,,,,,,,,,,
82,Recycling facility,5,Brown & son Recycling,"Vanguard House, Sneyd Hill",Stoke-on-Trent,Staffordshire,ST6 2DZ,53.04617,-2.18,MRF,C,,,,,,,,,,,,,,,,,,,,,
82,Recycling facility,5,Brown & son Recycling,"Vanguard House, Sneyd Hill",Stoke-on-Trent,Staffordshire,ST6 2DZ,53.04617,-2.18,MRF,C,,,,,,,,,,,,,,,,,,,,,
82,Recycling facility,5,Brown & son Recycling,"Vanguard House, Sneyd Hill",Stoke-on-Trent,Staffordshire,ST6 2DZ,53.04617,-2.18,MRF,C,,,,,,,,,,,,,,,,,,,,,
82,Recycling facility,5,Brown & son Recycling,"Vanguard House, Sneyd Hill",Stoke-on-Trent,Staffordshire,ST6 2DZ,53.04617,-2.18,MRF,C,,,,,,,,,,,,,,,,,,,,,
83,Charity,1,Brown's Field Youth and Community Centre,31A Green End Road,Cambridge,Cambridgeshire,CB4 1RU,52.22581,0.14693,Reuse ,A,,,,,,,,,,,,,,,,,,,,,
83,Charity,1,Brown's Field Youth and Community Centre,31A Green End Road,Cambridge,Cambridgeshire,CB4 1RU,52.22581,0.14693,Reuse ,A,,,,,,,,,,,,,,,,,,,,,
